accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0.7574769854545593,0.8723682761192322,0.49273133277893066,0.9456967115402222,0.7145806550979614,0.5,0.578125,0.7302776575088501,0.0,0.0
0.8245782256126404,0.9271786212921143,0.3816131055355072,0.9725415110588074,0.7860645055770874,0.5,0.578125,0.7381907105445862,0.5,0.375
0.8491181135177612,0.9405571222305298,0.3399089574813843,0.9733292460441589,0.8193548321723938,0.5625,0.6875,0.6186294555664062,0.5555555820465088,0.625
0.8617714643478394,0.9482754468917847,0.3157878816127777,0.9721556901931763,0.8379355072975159,0.6875,0.734375,0.598361074924469,0.800000011920929,0.5
0.8784509301185608,0.9520754218101501,0.29740476608276367,0.9693020582199097,0.863741934299469,0.5625,0.671875,1.1062095165252686,1.0,0.125
0.879601240158081,0.9580522179603577,0.27831536531448364,0.9745688438415527,0.8603870868682861,0.5,0.84375,1.2736090421676636,0.0,0.0
0.8901457190513611,0.9626712203025818,0.2595803141593933,0.9736087322235107,0.875870943069458,0.5,0.5078125,3.676295042037964,0.0,0.0
0.8962806463241577,0.9661611318588257,0.24611905217170715,0.9781985282897949,0.8799999952316284,0.5,0.6640625,2.026437759399414,0.0,0.0
